device_id,date,value_type_id,value
5,4,6,-4.930225145320855
0,3,7,-14.835679851529962
7,6,4,6.977194708235134
3,10,8,-0.9484878196432506
9,7,1,19.883251439216576
3,7,2,10.998760238103854
2,0,5,-12.769660232941153
8,1,10,-20.026324501280737
5,5,8,-9.062090009957865
3,8,4,7.127132344844717
6,8,8,-2.231585405405083
0,8,8,-8.244669095800987
2,10,4,9.899435795203633
2,0,1,-1.001906249817893
1,10,1,17.785654618208614
0,2,10,-25.673980665954776
7,9,3,16.111998900547672
4,5,5,-0.9060732878500908
4,5,6,-4.14785172832057
0,5,6,-7.8703423752011465
6,6,3,9.222137095877667
7,3,2,6.781891492891505
6,6,9,-9.031690478497397
5,3,3,2.1561744416106263
3,6,0,15.199390479634362
6,10,9,-1.1436206978613943
9,0,9,-17.888841223395534
9,4,9,-10.0101962968636
3,7,7,-3.8666129636327886
0,1,10,-28.219735686466088
8,9,10,-4.091321727322838
2,10,6,3.893683093977468
5,3,2,4.91374031205554
9,9,6,8.915917294484078
6,1,9,-19.027138992275898
4,3,7,-10.900930917184276
6,2,6,-7.810035602798571
6,2,7,-11.158855375359634
5,8,5,5.977690676033378
10,9,0,28.449157568279972
1,2,5,-9.98219845359557
9,4,0,17.1709103973731
5,6,5,1.7923853021542644
3,10,6,5.045485271229747
2,6,3,4.771261870383392
0,3,6,-11.830901317319565
3,6,7,-6.164027774090656
10,6,7,0.875400511506493
9,6,5,5.921838300606124
8,2,7,-9.197711521920484
6,5,5,0.7126233324211657
4,7,4,5.602336925568333
9,10,4,16.861283112928366
3,5,4,0.4960728942391569
1,9,4,6.919103463187282
0,7,4,2.2318552010227233
0,2,9,-22.642346803036347
5,7,3,9.800166885160785
1,3,4,-4.654135284661514
4,5,9,-13.245361329555388
10,5,6,1.948834601968036
9,2,8,-10.680299432135161
9,2,10,-16.900636410208374
3,9,0,21.303841622299945
4,0,0,4.188412046608103
4,8,3,10.897507686423788
9,7,4,10.925228006365854
6,5,5,0.91308997188681
5,1,10,-22.61074729257991
0,2,7,-17.09256116752944
1,8,0,16.87936282519118
2,9,3,10.730769271744427
2,2,2,-0.2193963145298144
10,9,7,6.785093777554118
9,3,6,-2.97087084749948
9,6,10,-9.356467220883749
0,9,0,18.211017691398855
9,4,7,-3.875572311326862
7,8,4,10.877751480873924
0,0,8,-23.748489227399467
7,6,9,-8.146174402004288
7,2,2,4.545465429665084
6,0,7,-15.19060975985754
0,7,3,4.9200344744646545
1,0,8,-23.026728973763582
3,5,2,6.885067855883659
8,6,10,-9.935256242550324
8,3,6,-4.208625854167991
6,6,8,-6.313468965424973
8,8,6,5.734799031066774
5,3,6,-7.003676417084793
10,4,7,-2.870164062445972
5,1,1,3.987874662565129
9,5,5,3.8318261782439422
4,2,6,-9.980098453919329
1,10,8,-2.5970848235280433
2,8,1,14.892277971498249
5,3,1,8.021503743448333
2,9,4,7.845484784281315
1,6,6,-5.241305514779139
9,9,6,9.06028571623254
6,10,5,11.016642400896755
8,1,10,-19.71044030265791
1,6,4,1.041343106760982
1,7,8,-8.894491335457992
0,9,6,0.14227649516841287
3,7,7,-3.6941933182813003
5,0,3,-4.107305394721045
1,4,10,-20.9815821424473
3,0,8,-21.315030253057902
0,3,4,-5.799717200854788
4,4,0,11.911594081408975
0,3,10,-23.889851704404002
5,8,0,20.851515187364182
3,8,2,12.934397381055486
5,4,6,-4.812446011795455
4,7,5,2.6686683862051455
9,9,5,12.146248470105162
6,10,5,11.159081090428403
7,7,9,-5.820963108900777
9,9,5,12.066532983406535
10,8,0,25.69228965468886
2,10,2,15.99580997989305
10,2,6,-4.005648059477036
7,8,0,23.181877697409472
6,0,4,-6.287576326811167
10,6,1,19.256857024412184
0,9,8,-5.6865359877360895
8,7,1,18.826014099731083
8,3,5,-0.669053245626344
2,2,9,-20.972639359316336
0,10,4,8.110183911508996
9,8,4,13.282523692111832
3,5,9,-14.087183099152517
6,2,1,7.138763286197927
9,8,2,18.810160821377846
0,3,3,-2.9127860003263852
4,8,10,-9.752073442900548
10,8,2,19.724734953565704
5,5,1,11.874956077781267
4,7,7,-2.845905806900413
9,7,0,23.175758577384
6,10,7,5.343577672873119
10,5,8,-4.369561280734033
5,2,8,-15.037874881950351
0,0,10,-30.20010627412421
8,8,10,-6.382092736891836
3,0,4,-9.116645056393567
4,7,8,-6.0175594150901395
5,2,2,2.7226965827091587
2,2,2,0.005414464748966786
10,5,5,4.853293433512454
3,7,10,-12.99315996010365
4,10,7,3.0215213521505007
7,9,3,15.9798098705451
5,9,5,7.958149649803567
4,2,5,-6.936791373820423
5,0,0,4.880738054519147
6,6,3,9.269593146570626
6,4,7,-7.128184678020925
3,0,5,-12.064086720476842
2,8,4,5.919672481983631
5,8,7,-0.28180169614690914
3,7,1,13.654778472010364
8,1,3,1.0702010362095828
4,0,3,-5.036526039193226
4,4,4,-0.06921268617179496
6,10,3,16.71392656066888
9,4,1,14.073568560678087
10,6,3,12.821259870766456
10,6,8,-2.081379299974411
10,6,4,9.849839022174498
0,1,8,-21.824054913823478
5,10,3,15.869498191935303
0,7,8,-9.781103167666018
4,5,4,1.7540135911201378
2,7,3,6.970935287254786
8,3,0,14.112701488718377
9,7,7,1.851366535398153
1,8,5,2.3322481622990425
10,5,9,-6.999819832802182
5,1,2,1.1206845978449376
1,10,2,14.795970420128755
4,4,5,-3.055319015823355
5,8,1,18.178898139865492
3,9,0,20.827060667767316
0,9,4,6.133801624188761
1,4,7,-11.971069572932732
7,2,4,-0.7351923588725424
9,4,1,14.051357936375423
3,1,8,-18.72805477742628
8,6,3,11.33197573693022
5,7,3,9.771541585078129
1,5,8,-13.19614653078326
10,9,3,19.194517594869396
4,6,6,-2.1293069144086973
6,1,6,-9.8875944165478
0,0,2,-5.8282645565106455
9,6,0,20.931436934413792
5,5,0,14.756975917788601
10,5,1,17.041263083363535
10,6,5,7.020897814071347
5,4,8,-11.072758619806551
9,6,5,5.925890430647046
5,3,8,-13.071188318374379
4,8,2,13.864917714959754
5,2,1,6.109845184605908
0,8,4,4.072243612242267
6,0,5,-8.929347395393448
4,4,9,-14.931803007277692
5,1,4,-4.875831752526556
9,6,4,8.878383560179323
6,4,4,1.8571717065790194
6,4,0,14.31427089776913
3,1,3,-3.86860148053017
5,7,0,18.66861841859353
6,1,7,-13.014816359858722
2,7,2,10.219499219271919
5,8,8,-3.1067807577278894
8,8,7,2.9771588927679544
2,8,0,18.30982502763332
6,1,9,-18.988785197425553
7,6,10,-10.917734708112762
3,1,3,-3.9446716915961604
8,3,4,2.1804596370156344
3,5,10,-17.17855276094779
4,8,1,16.51460110607273
4,4,3,2.8576168057882514
7,10,1,23.94660977644415
10,10,0,30.39983111578568
5,9,0,23.048419259077146
1,6,6,-4.803666581411258
8,9,1,22.881448967511766
9,8,9,-2.0041449895273087
0,8,5,1.2491478636918971
9,2,2,6.920540599719282
9,10,0,28.80420669749678
1,2,6,-13.443624027325699
6,10,6,7.8573752976247
4,1,6,-11.95748779088351
7,1,10,-20.931941516522507
4,7,4,6.0121264246528945
2,6,1,10.912813899325778
10,5,6,1.6532512567020488
2,10,1,18.871754659237947
9,2,10,-16.795735662482056
0,9,4,5.691547391015435
2,4,2,4.113376572982868
7,3,7,-7.709055231862954
3,3,10,-21.085699859070623
2,4,3,1.1026975684938618
2,0,6,-15.89412687230712
1,1,4,-9.169579825167423
5,6,4,5.073254188447517
8,3,6,-3.732383642193323
0,0,6,-17.902495791958756
0,8,4,4.188653327449947
1,7,8,-9.014258516598614
6,3,1,8.898948791893131
6,10,0,26.113909374376256
2,10,0,21.71098802419482
3,6,10,-14.975922688648643
1,5,9,-15.873386028891948
2,9,9,-6.743577423821222
5,7,1,15.839245722798218
7,0,10,-22.933139880057325
6,6,10,-11.814465796240226
4,2,4,-4.079145525096994
2,1,8,-19.90109880280714
0,3,10,-24.03935992108682
4,8,5,4.740291978992025
1,8,5,2.3868067457742885
1,0,4,-10.936749785942261
9,10,5,14.223702731819658
4,4,10,-18.386275071197087
9,8,3,15.629955953523314
4,10,2,17.854716254135923
8,10,10,-1.9115510180593842
9,6,3,11.826157103209427
8,4,7,-4.860631351435672
3,6,1,11.897422457696504
6,3,10,-18.187932782991
8,0,7,-13.32092095007526
7,7,9,-5.832408202809013
8,2,8,-11.81849269635297
9,10,1,25.87393165541237
2,9,4,7.969255844483391
2,5,7,-8.83505972388771
2,1,2,-1.8204610404861703
1,9,3,10.22415390825422
1,2,9,-22.20055927272866
4,2,1,5.118936357977674
9,8,2,18.541805099964012
8,4,1,13.0381832929517
9,7,0,22.975833274665195
8,0,6,-9.709134747243022
10,0,7,-10.809749921148654
0,5,6,-7.957675622916521
10,10,0,29.677001290055326
4,3,10,-19.724930557407667
7,3,7,-7.808550138614079
4,0,8,-19.993559661330934
10,3,8,-8.05149591762082
2,9,10,-10.123624232626565
4,2,10,-22.10588213057596
0,1,6,-16.25860546431172
1,7,4,2.720041079041201
6,10,4,13.872416597851545
7,7,10,-9.225511886877106
7,9,5,10.331686136795364
1,2,2,-0.5669088016968802
7,2,10,-19.085400791463773
6,6,7,-2.8619261572090666
7,10,5,11.95126037633784
3,5,2,7.005836963483584
7,10,3,17.972445421260584
3,5,9,-14.002075723179486
9,1,4,-0.8293000020126238
6,4,2,7.977430126171188
10,9,7,7.1690252323644845
1,6,3,4.148656795766245
1,10,9,-6.0170707273901245
9,5,1,16.405189128991207
4,4,10,-18.092663084416266
6,2,3,0.8457722322527487
4,6,5,0.9385107894627704
3,3,10,-20.99566079814193
7,6,10,-10.854190336199569
3,5,8,-11.238785902110957
4,6,7,-5.169721383937733
6,10,3,16.949660008705635
3,2,0,6.887500927727698
1,4,3,0.06037195972648621
7,1,9,-18.04397333350984
10,8,1,23.278914912026927
0,9,5,3.005975405550765
10,9,7,6.941893272511134
6,8,7,0.6835352130728574
4,0,2,-1.6953631673985816
3,3,7,-12.27448294598723
4,5,1,10.896151270135606
0,7,4,1.7598444619465201
9,6,9,-5.614637991429399
6,10,1,22.726257682621785
10,1,1,9.213020769942194
2,7,7,-4.84028428769247
5,1,6,-10.656333520345504
6,10,5,10.847972970565365
10,10,4,17.72965420469316
9,6,1,17.810234353727523
10,0,5,-5.224918785932026
10,10,9,2.4462740489862855
8,10,0,28.25485391417651
9,8,0,24.83580887644137
0,0,10,-30.35863276071651
1,7,8,-8.798013611261535
2,4,5,-4.8607388717813995
9,6,8,-3.158128480466521
6,2,9,-17.033378695907803
8,7,6,3.9282082085696834
4,5,2,7.902649941296728
7,0,10,-22.868692441419185
1,5,10,-19.041064738250604
0,4,3,-0.5800905329043715
4,10,6,6.072357454532762
2,10,3,13.014394824239442
3,6,8,-9.105194438947642
10,3,1,13.061684241953762
7,5,4,4.8946606579235725
7,7,9,-5.984600036201319
9,8,7,3.913908810811308
8,0,5,-7.1268781950605264
6,2,1,7.270425112033904
2,4,0,9.840373958092302
10,6,8,-2.001309735643824
1,2,3,-3.9076505635226066
0,1,5,-13.110473219040893
2,9,4,7.841779016785448
3,10,1,19.856525231281115
2,0,9,-25.120241385850534
3,6,3,6.0718396940822
8,8,4,11.65796661696738
10,2,9,-13.026952109416161
7,7,4,9.010181106150918
1,7,3,5.903548299525145
1,9,1,16.403941314437883
4,8,1,17.05174894872279
5,6,0,16.621046952589154
7,8,10,-6.884300739752003
6,0,5,-8.866849428961775
3,1,7,-16.089625227674755
7,0,0,6.5157575948301885
0,0,7,-21.14503515547192
1,4,7,-12.218882074545647
5,2,0,8.753429276888447
2,2,3,-3.299134861075193
4,4,7,-8.751372742848325
